"GoldLabel","Premise","Hypothesis","PairID","CZpremise","CZhypothesis"
"neutral","A brown a dog and a black dog in the edge of the ocean with a wave under them boats are on the water in the background.","The dogs are out to catch fish.","2837808847.jpg#0r1n","Na vodě v pozadí je hnědý pes a černý pes na okraji oceánu s vlnou pod čluny.","Psi jsou na lovu ryb."
"contradiction","A brown a dog and a black dog in the edge of the ocean with a wave under them boats are on the water in the background.","The pets are sleeping on the grass.","2837808847.jpg#0r1c","Na vodě v pozadí je hnědý pes a černý pes na okraji oceánu s vlnou pod čluny.","Zvířata spí na trávě."
"entailment","A brown a dog and a black dog in the edge of the ocean with a wave under them boats are on the water in the background.","The dogs are swimming among the boats.","2837808847.jpg#0r1e","Na vodě v pozadí je hnědý pes a černý pes na okraji oceánu s vlnou pod čluny.","Psi plavou mezi loděmi."
"entailment","A group of people prepare hot air balloons for takeoff.","A group of people are outside.","202029970.jpg#1r1e","Skupina lidí připravuje horkovzdušné balóny ke startu.","Venku je skupina lidí."
"contradiction","A group of people prepare hot air balloons for takeoff.","A group of people prepare cars for racing.","202029970.jpg#1r1c","Skupina lidí připravuje horkovzdušné balóny ke startu.","Skupina lidí připravuje auta na závody."
"neutral","A group of people prepare hot air balloons for takeoff.","There are hot air balloons on the ground and air.","202029970.jpg#1r1n","Skupina lidí připravuje horkovzdušné balóny ke startu.","Na zemi a ve vzduchu jsou horkovzdušné balóny."
"entailment","Men stand on steps leading out of a body of water","Men are standing on some steps near some water.","87761964.jpg#3r1e","Muži stojí na schodech vedoucích z vodní plochy","Muži stojí na schodech u vody."
"contradiction","Men stand on steps leading out of a body of water","Men are sitting outside near a golf course.","87761964.jpg#3r1c","Muži stojí na schodech vedoucích z vodní plochy","Muži sedí venku u golfového hřiště."
"neutral","Men stand on steps leading out of a body of water","Men are standing by a docked boat.","87761964.jpg#3r1n","Muži stojí na schodech vedoucích z vodní plochy","Muži stojí u zakotvené lodi."
"neutral","A group of young people with instruments are on stage.","People are performing as a band for a crowd.","428973409.jpg#4r1n","Na pódiu je skupina mladých lidí s nástroji.","Lidé vystupují jako kapela pro dav."
"contradiction","A group of young people with instruments are on stage.","Young people are playing water polo.","428973409.jpg#4r1c","Na pódiu je skupina mladých lidí s nástroji.","Mladí hrají vodní pólo."
"neutral","A group of young people with instruments are on stage.","People are playing music.","428973409.jpg#4r1e","Na pódiu je skupina mladých lidí s nástroji.","Lidé hrají hudbu."
"entailment","A long-beaked bird in mid-flight.","A bird flying.","3331102049.jpg#2r1e","Pták s dlouhým zobákem uprostřed letu.","Létající pták."
"contradiction","A long-beaked bird in mid-flight.","A rat running on a wheel.","3331102049.jpg#2r1c","Pták s dlouhým zobákem uprostřed letu.","Krysa běžící na kole."
"neutral","A long-beaked bird in mid-flight.","A bird chasing an insect.","3331102049.jpg#2r1n","Pták s dlouhým zobákem uprostřed letu.","Pták pronásledující hmyz."
"neutral","A young boy with black hair is holding onto a gun which is secured to a vehicle which is being driven by a young man who is wearing a bright pink shirt.","The boy is outside and running from cops.","4762813376.jpg#0r1n","Mladý chlapec s černými vlasy drží pistoli, která je připevněna k vozidlu, které řídí mladý muž v jasně růžové košili.","Chlapec je venku a utíká před policajty."
"neutral","A young boy with black hair is holding onto a gun which is secured to a vehicle which is being driven by a young man who is wearing a bright pink shirt.","The young boy is completing a heist.","4762813376.jpg#0r1e","Mladý chlapec s černými vlasy drží pistoli, která je připevněna k vozidlu, které řídí mladý muž v jasně růžové košili.","Ten mladý chlapec dokončuje loupež."
"neutral","A young boy with black hair is holding onto a gun which is secured to a vehicle which is being driven by a young man who is wearing a bright pink shirt.","The bank has just been robbed.","4762813376.jpg#0r1c","Mladý chlapec s černými vlasy drží pistoli, která je připevněna k vozidlu, které řídí mladý muž v jasně růžové košili.","Banka byla právě vykradena."
"neutral","A man in the middle east with a corn-on-the-cob cart selling corn.","An old middle eastern man is selling corn-on-the-cob from his brother's cart.","2803374338.jpg#2r1n","Muž na středním východě s kukuřičným vozíkem prodávajícím kukuřici.","Starý muž ze středního východu prodává kukuřici na klasu z vozíku svého bratra."
"entailment","A man in the middle east with a corn-on-the-cob cart selling corn.","In the middle east, a man sells corn-on-the-cob from a cart.","2803374338.jpg#2r1e","Muž na středním východě s kukuřičným vozíkem prodávajícím kukuřici.","Na středním východě prodává muž kukuřici na klasu z vozíku."
"contradiction","A man in the middle east with a corn-on-the-cob cart selling corn.","A middle east man is throwing corn at strangers.","2803374338.jpg#2r1c","Muž na středním východě s kukuřičným vozíkem prodávajícím kukuřici.","Muž ze středního východu hází na cizince kukuřici."
"entailment","A man in a black shirt is playing a guitar.","He is playing a song.","314454989.jpg#4r1n","Muž v černé košili hraje na kytaru.","On hraje písničku."
"contradiction","A man in a black shirt is playing a guitar.","The man is wearing a blue shirt.","314454989.jpg#4r1c","Muž v černé košili hraje na kytaru.","Ten muž má na sobě modrou košili."
"entailment","A man in a black shirt is playing a guitar.","The man is wearing black.","314454989.jpg#4r1e","Muž v černé košili hraje na kytaru.","Ten muž je v černém."
"contradiction","Colorfully dressed people walk down the center of the road, with onlookers behind a barricade.","A group of people in a motorcade driving past an audience.","3687996569.jpg#1r1c","Uprostřed silnice kráčejí barevně oblečení lidé a za barikádou stojí přihlížející.","Skupina lidí v koloně projíždějící kolem publika."
"entailment","Colorfully dressed people walk down the center of the road, with onlookers behind a barricade.","A group of people walking down a road.","3687996569.jpg#1r1e","Uprostřed silnice kráčejí barevně oblečení lidé a za barikádou stojí přihlížející.","Skupina lidí kráčející po cestě."
"neutral","Colorfully dressed people walk down the center of the road, with onlookers behind a barricade.","A group of people walking past a group of civilian spectators.","3687996569.jpg#1r1n","Uprostřed silnice kráčejí barevně oblečení lidé a za barikádou stojí přihlížející.","Skupina lidí procházející kolem skupiny civilních diváků."
"contradiction","A woman is talking on the phone while standing next to a dog.","A woman is sleeping.","193596775.jpg#3r1c","Žena telefonuje, zatímco stojí vedle psa.","Nějaká žena spí."
"neutral","A woman is talking on the phone while standing next to a dog.","A woman is walking her dog.","193596775.jpg#3r1n","Žena telefonuje, zatímco stojí vedle psa.","Žena venčí psa."
"entailment","A woman is talking on the phone while standing next to a dog.","A woman is on the phone.","193596775.jpg#3r1e","Žena telefonuje, zatímco stojí vedle psa.","Volá nějaká žena."
"neutral","Three young boys one is holding a camera and another is holding a green toy all are wearing t-shirt and smiling.","The boys are all wearing yellow.","3467843559.jpg#0r1c","Tři mladí kluci, jeden drží kameru a druhý zelenou hračku, všichni mají tričko a usmívají se.","Všichni kluci mají žlutou."
"neutral","Three young boys one is holding a camera and another is holding a green toy all are wearing t-shirt and smiling.","The boy is crouching down to take a picture.","3467843559.jpg#0r1n","Tři mladí kluci, jeden drží kameru a druhý zelenou hračku, všichni mají tričko a usmívají se.","Chlapec se krčí, aby si udělal fotku."
"entailment","Three young boys one is holding a camera and another is holding a green toy all are wearing t-shirt and smiling.","The young boy has a camera.","3467843559.jpg#0r1e","Tři mladí kluci, jeden drží kameru a druhý zelenou hračku, všichni mají tričko a usmívají se.","Ten kluk má foťák."
"contradiction","5 women sitting around a table doing some crafts.","Five men stand on chairs.","2314492671.jpg#1r1c","5 žen sedí u stolu a dělají nějaká řemesla.","Pět mužů stojí na židlích."
"entailment","5 women sitting around a table doing some crafts.","Five women sit at a table.","2314492671.jpg#1r1e","5 žen sedí u stolu a dělají nějaká řemesla.","U stolu sedí pět žen."
"neutral","5 women sitting around a table doing some crafts.","Five friends sit at a table.","2314492671.jpg#1r1n","5 žen sedí u stolu a dělají nějaká řemesla.","Pět přátel sedí u stolu."
"neutral","Street performer with bowler hat and high boots performs outside.","The man is performing a magic act.","5587932348.jpg#1r1n","Venku vystupuje pouliční umělec s buřinkou a vysokými botami.","Ten muž předvádí kouzelnické číslo."
"entailment","Street performer with bowler hat and high boots performs outside.","The person is performing.","5587932348.jpg#1r1e","Venku vystupuje pouliční umělec s buřinkou a vysokými botami.","Ta osoba vystupuje."
"contradiction","Street performer with bowler hat and high boots performs outside.","The child is dancing inside.","5587932348.jpg#1r1c","Venku vystupuje pouliční umělec s buřinkou a vysokými botami.","Dítě uvnitř tančí."
"neutral","A young boy playing in the grass.","The boy is playing make believe.","474008209.jpg#3r1n","Mladý chlapec hrající si v trávě.","Ten chlapec si hraje na předstíranou."
"entailment","A young boy playing in the grass.","There is a child in the grass.","474008209.jpg#3r1e","Mladý chlapec hrající si v trávě.","V trávě je dítě."
"contradiction","A young boy playing in the grass.","The boy is in the sand.","474008209.jpg#3r1c","Mladý chlapec hrající si v trávě.","Chlapec je v písku."
"neutral","Two men playing baseball with the one in the black and red jersey running toward base.","The man in black and red is about to score the winning run.","3015368588.jpg#0r1n","Dva muži hrající baseball a ten v černém a červeném dresu běží k metě.","Muž v černém a červeném se chystá skórovat vítězný běh."
