"GoldLabel","Premise","Hypothesis","PairID","CZpremise","CZhypothesis"
"entailment","2 kids who look related are hanging out with 1 of them looking very emotional and hugging the other.","Two kids were hugging.","4512171349.jpg#1r1e","Dvě děti, které vypadají jako příbuzné, se poflakují s jedním, který vypadá velmi emotivně a objímá toho druhého.","Objímaly se dvě děti."
"contradiction","2 kids who look related are hanging out with 1 of them looking very emotional and hugging the other.","Two youths were pushing each other.","4512171349.jpg#1r1c","Dvě děti, které vypadají jako příbuzné, se poflakují s jedním, který vypadá velmi emotivně a objímá toho druhého.","Dva mladíci se strkali."
"contradiction","A large number of people wearing only white and red are walking on a street.","A large number of people wearing black walking down the street.","4801146545.jpg#2r1c","Velké množství lidí oblečených pouze v bílé a červené se prochází po ulici.","Velké množství lidí v černém kráčelo po ulici."
"neutral","A large number of people wearing only white and red are walking on a street.","A large number of men walking down the street in red and white.","4801146545.jpg#2r1n","Velké množství lidí oblečených pouze v bílé a červené se prochází po ulici.","Velký počet mužů kráčejících červenobílou ulicí."
"entailment","A large number of people wearing only white and red are walking on a street.","A large number of people walking on a street.","4801146545.jpg#2r1e","Velké množství lidí oblečených pouze v bílé a červené se prochází po ulici.","Velké množství lidí procházejících se po ulici."
"neutral","A guy riding a motorcycle near junk cars","The man is test driving a motorcycle to decide whether or not he will buy it.","7591663030.jpg#4r1n","Chlápek jedoucí na motorce poblíž vrakoviště","Ten člověk je testovací řidič motorky, aby se rozhodl, jestli si ji koupí nebo ne."
"entailment","A guy riding a motorcycle near junk cars","A man is riding a motorcycle.","7591663030.jpg#4r1e","Chlápek jedoucí na motorce poblíž vrakoviště","Muž jede na motorce."
"contradiction","A guy riding a motorcycle near junk cars","A man is sitting on a parked motorcycle waiting for his friend.","7591663030.jpg#4r1c","Chlápek jedoucí na motorce poblíž vrakoviště","Muž sedí na zaparkované motorce a čeká na svého přítele."
"entailment","Women of India performing with blue streamers, in beautiful blue costumes.","indian women perform together in gorgeous costumes","5389902618.jpg#2r1e","Indické ženy vystupující s modrými fáborky, v krásných modrých kostýmech.","indiánské ženy spolu vystupují v nádherných kostýmech"
"contradiction","Women of India performing with blue streamers, in beautiful blue costumes.","dogs sniff the air","5389902618.jpg#2r1c","Indické ženy vystupující s modrými fáborky, v krásných modrých kostýmech.","psi větří vzduch"
"neutral","Women of India performing with blue streamers, in beautiful blue costumes.","indian women are performing a religious ritual together","5389902618.jpg#2r1n","Indické ženy vystupující s modrými fáborky, v krásných modrých kostýmech.","indiánské ženy společně provádějí náboženský rituál"
"entailment","A professional swimmer spits water out after surfacing while grabbing the hand of someone helping him back to land.","A person is swimming.","7249180494.jpg#0r1e","Profesionální plavec vyplivne vodu poté, co se vynoří, a chytí za ruku někoho, kdo mu pomáhá zpátky na zem.","Jeden člověk plave."
"contradiction","A professional swimmer spits water out after surfacing while grabbing the hand of someone helping him back to land.","The swimmer is eating a toasted marshmallow.","7249180494.jpg#0r1c","Profesionální plavec vyplivne vodu poté, co se vynoří, a chytí za ruku někoho, kdo mu pomáhá zpátky na zem.","Plavec jí opečený marshmallow."
"neutral","A professional swimmer spits water out after surfacing while grabbing the hand of someone helping him back to land.","The swimmer almost drowned after being sucked under a fast current.","7249180494.jpg#0r1n","Profesionální plavec vyplivne vodu poté, co se vynoří, a chytí za ruku někoho, kdo mu pomáhá zpátky na zem.","Plavec se málem utopil poté, co ho strhl rychlý proud."
"neutral","The man in the black wetsuit is walking out of the water.","A man in a wetsuit walks out of the water carrying a surfboard.","7249180494.jpg#1r1n","Muž v černém neoprénu právě vychází z vody.","Muž v neoprénu vyjde z vody a nese surf."
"entailment","The man in the black wetsuit is walking out of the water.","a person is walking out of water.","7249180494.jpg#1r1e","Muž v černém neoprénu právě vychází z vody.","člověk vychází z vody."
"contradiction","The man in the black wetsuit is walking out of the water.","A man is laying on the beach.","7249180494.jpg#1r1c","Muž v černém neoprénu právě vychází z vody.","Na pláži leží muž."
"neutral","Five girls and two guys are crossing a overpass.","The extended family hike together on their family reunion.","4234824441.jpg#2r1n","Pět holek a dva chlapi přecházejí nadjezd.","Rozšířená rodinná túra na společném rodinném setkání."
"contradiction","Five girls and two guys are crossing a overpass.","The three men sit and talk about their lives.","4234824441.jpg#2r1c","Pět holek a dva chlapi přecházejí nadjezd.","Tři muži sedí a mluví o svém životě."
"entailment","Five girls and two guys are crossing a overpass.","There are people outside.","4234824441.jpg#2r1e","Pět holek a dva chlapi přecházejí nadjezd.","Venku jsou lidé."
"neutral","A person with a purple shirt is painting an image of a woman on a white wall.","A woman paints a portrait of her best friend.","1680409989.jpg#0r1n","Osoba s fialovou košilí maluje obraz ženy na bílou zeď.","Žena namaluje portrét své nejlepší kamarádky."
"neutral","A person with a purple shirt is painting an image of a woman on a white wall.","A woman paints a portrait of a person.","1680409989.jpg#0r1e","Osoba s fialovou košilí maluje obraz ženy na bílou zeď.","Žena maluje portrét člověka."
"contradiction","A person with a purple shirt is painting an image of a woman on a white wall.","A woman paints a portrait of a monkey.","1680409989.jpg#0r1c","Osoba s fialovou košilí maluje obraz ženy na bílou zeď.","Žena namaluje portrét opice."
"entailment","A woman is painting a mural of a woman's face.","There is a woman painting.","1680409989.jpg#3r1e","Žena maluje nástěnnou malbu ženské tváře.","Je tam obraz ženy."
"neutral","A woman is painting a mural of a woman's face.","There is a woman painting for fun.","1680409989.jpg#3r1n","Žena maluje nástěnnou malbu ženské tváře.","Jedna žena maluje pro zábavu."
"contradiction","A woman is painting a mural of a woman's face.","There is a man tying his shoes.","1680409989.jpg#3r1c","Žena maluje nástěnnou malbu ženské tváře.","Je tam muž, který si zavazuje boty."
"contradiction","A couple is eating outside at a table and he is pointing at something.","A couple is eating inside at a table and he is pointing at something.","4581834644.jpg#1r1c","Pár jí venku u stolu a on na něco ukazuje.","Pár jí uvnitř u stolu a on na něco ukazuje."
"neutral","A couple is eating outside at a table and he is pointing at something.","The man is pointing at a purse snatcher.","4581834644.jpg#1r1n","Pár jí venku u stolu a on na něco ukazuje.","Muž ukazuje na zloděje kabelek."
"entailment","A couple is eating outside at a table and he is pointing at something.","People are eating at a table outside.","4581834644.jpg#1r1e","Pár jí venku u stolu a on na něco ukazuje.","Lidé jedí u stolu venku."
"neutral","Two women walk down a sidewalk along a busy street in a downtown area.","The women were walking downtown because the buses were on strike","4684641618.jpg#0r1n","Dvě ženy kráčejí po chodníku rušnou ulicí v centru města.","Ženy šly do centra, protože autobusy stávkovaly"
"contradiction","Two women walk down a sidewalk along a busy street in a downtown area.","The women were picking berries in the countryside","4684641618.jpg#0r1c","Dvě ženy kráčejí po chodníku rušnou ulicí v centru města.","Ženy sbíraly bobule na venkově"
"entailment","Two women walk down a sidewalk along a busy street in a downtown area.","The women were walking downtown","4684641618.jpg#0r1e","Dvě ženy kráčejí po chodníku rušnou ulicí v centru města.","Ženy šly do centra"
"neutral","Many people standing outside of a place talking to each other in front of a building that has a sign that says ""HI-POINTE.""","The people are having a chat before going into the work building.","525338588.jpg#0r1n","Mnoho lidí stojí před místem a mluví spolu před budovou, na které je nápis \HI-POINTE\.","Lidé si povídají, než vejdou do budovy."
"entailment","Many people standing outside of a place talking to each other in front of a building that has a sign that says ""HI-POINTE.""","The group of people aren't inide of the building.","525338588.jpg#0r1e","Mnoho lidí stojí před místem a mluví spolu před budovou, na které je nápis \HI-POINTE\.","Ta skupina lidí není v budově."
"contradiction","Many people standing outside of a place talking to each other in front of a building that has a sign that says ""HI-POINTE.""","The people are sitting in the hotel lobby.","525338588.jpg#0r1c","Mnoho lidí stojí před místem a mluví spolu před budovou, na které je nápis \HI-POINTE\.","Lidé sedí v hotelové hale."
"neutral","The flight attendant dressed in yellow demonstrates life vest usage.","A flight attendant is standing in front of passengers.","2487069642.jpg#1r1e","Letuška oblečená ve žlutém demonstruje použití záchranné vesty.","Před cestujícími stojí letuška."
"neutral","The flight attendant dressed in yellow demonstrates life vest usage.","A flight attendant is demonstrating safety procedures before takeoff.","2487069642.jpg#1r1n","Letuška oblečená ve žlutém demonstruje použití záchranné vesty.","Letuška předvádí bezpečnostní postupy před startem."
"contradiction","The flight attendant dressed in yellow demonstrates life vest usage.","A woman is preparing drinks on an airplane.","2487069642.jpg#1r1c","Letuška oblečená ve žlutém demonstruje použití záchranné vesty.","Žena připravuje pití v letadle."
